ID attività,Data dell’attività,Nome attività,Tipo attività,Descrizione dell’attività,Tempo trascorso,Distanza,Frequenza cardiaca massima,Sforzo relativo,Tragitto pendolare,Nota privata sulle attività,Attrezzatura attività,Nome del file,Peso dell’atleta,Peso della bici,Tempo trascorso,Tempo in movimento,Distanza,Velocità massima,Velocità media,Dislivello positivo,Dislivello negativo,Dislivello minimo,Dislivello massimo,Pendenza massima,Pendenza media,Pendenza positiva media,Pendenza negativa media,Cadenza massima,Cadenza media,Frequenza cardiaca massima,Frequenza cardiaca media,Watt massimi,Watt medi,Calorie,Temperatura massima,Temperatura media,Sforzo relativo,Lavoro totale,Numero di corse,Tempo in salita,Tempo in discesa,Altro tempo,Sforzo percepito,Tipo,Ora di inizio,Potenza media ponderata,Conteggio potenza,Usa Sforzo percepito,Sforzo relativo percepito,Tragitto pendolare,Peso totale sollevato,Da caricamento,Distanza regolata in base alla pendenza,Ora osservazione meteorologica,Condizioni meteorologiche,Temperatura atmosferica,Temperatura apparente,Punto di rugiada,Umidità,Pressione atmosferica,Velocità del vento,Raffica di vento,Direzione del vento,Intensità precipitazione,Ora dell’alba,Ora del tramonto,Fase lunare,Bicicletta,Attrezzatura,Probabilità di precipitazione,Tipo di precipitazione,Copertura nuvolosa,Visibilità,Indice UV,Livelli di ozono,Numero di salti,Grit totale,Flow medio,Segnalato,Velocità media (tempo trascorso),Distanza su sterrato,Nuova distanza da terra esplorata,Distaza da terra esplorata,Numero di attività,Passi totali,Risparmio di carbonio,Lunghezza piscina,Carico di allenamento,Intensità,Passo in base alla pendenza medio,File multimediali
352558548,"23 lug 2015, 18:59:51",Corsa serale,Corsa,,1823,"4,82",,,false,,"",activities/352558548.gpx,65.0,,1823.0,1471.0,4827.7998046875,8.399999618530273,,200.5240020751953,,377.20001220703125,526.2999877929688,26.399999618530273,1.9014899730682373,,,,,,,,,452.09527587890625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
356734210,"29 lug 2015, 17:31:26",Corsa serale,Corsa,,1820,"6,49",,,false,,"",activities/356734210.gpx,65.0,,1820.0,1807.0,6496.0,15.399999618530273,,199.8780059814453,,373.1000061035156,525.7999877929688,27.700000762939453,-0.06927339732646942,,,,,,,,,566.3809204101562,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
454846112,"20 dic 2015, 10:00:00",Giro del lago,Ciclismo,"",10200,"60,00",,,false,,Fondriest superfast,,65.0,20.0,10200.0,10200.0,60000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2138816.0,,,,,,,,,,,,,,,,,,,,,,,""
565301234,"04 mag 2016, 15:30:22",Giro Monte Generoso,Ciclismo,"",6812,"31,02",,,false,,Fondriest superfast,activities/565301234.gpx,65.0,20.0,6812.0,6295.0,31022.099609375,13.399999618530273,,1155.1300048828125,,317.5,1168.800048828125,49.400001525878906,0.01160459965467453,,,,,,,,213.1269989013672,1495.9224853515625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2138816.0,,,,,,,,,,,,,,,,,,,,,,,""
578095900,"16 mag 2016, 15:46:58",Ligornetto besazio arzo tremona,Corsa,"",2400,"8,00",,,false,,"",,65.0,,2400.0,2400.0,8000.0,,,,,,,,0.0,,,,,,,,,638.91357421875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
585663837,"22 mag 2016, 07:00:25",Stralugano Stafetta Renato ,Corsa,"",2612,"10,46",,,false,,"",activities/640112037.fit.gz,65.0,,2612.0,2612.0,10459.7998046875,6.800000190734863,,26.0,,240.0,250.0,49.599998474121094,0.04780210182070732,,,87.0,84.08809661865234,,,,,838.9654541015625,,21.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
587799310,"25 mag 2016, 17:20:09",Premürin 2G_1g,Corsa,"2 Giri Premürin Grande
1 Giro Premürin Piccolo",1477,"5,00",,,false,,Infradito e calzini,activities/642299960.fit.gz,65.0,,1477.0,1477.0,5004.7001953125,5.0,,65.05919647216797,,376.20001220703125,411.70001220703125,15.199999809265137,-0.003996239975094795,,,82.0,77.71640014648438,,,,,406.3730163574219,,23.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1449436.0,,,,,,,,,,,,,,,,,,,,,,""
593923934,"29 mag 2016, 17:56:49",Ligornetto-Stabio,Corsa,"",871,"3,32",,,false,,Infradito e calzini,activities/648624500.fit.gz,65.0,,871.0,871.0,3326.89990234375,6.699999809265137,,31.0,,363.6000061035156,436.3999938964844,9.600000381469727,-0.24647599458694458,,,85.0,77.1947021484375,,,,,265.1970520019531,,20.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1449436.0,,,,,,,,,,,,,,,,,,,,,,""
593923955,"29 mag 2016, 18:15:39",Allunghi 15-45,Corsa,"",1349,"3,99",,,false,,Infradito e calzini,activities/648624510.fit.gz,65.0,,1349.0,1283.0,3996.199951171875,7.599999904632568,,60.0,,354.6000061035156,402.0,17.299999237060547,0.16015200316905975,,,102.0,79.19840240478516,,,,,326.04559326171875,,20.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1449436.0,,,,,,,,,,,,,,,,,,,,,,""
593923964,"30 mag 2016, 17:34:39",Ligornetto-Rancate-Mendrisio,Corsa,"",1521,"5,77",,,false,,Infradito e calzini,activities/648624525.fit.gz,65.0,,1521.0,1521.0,5772.0,16.399999618530273,,65.0,,344.6000061035156,390.0,36.0,0.05890509858727455,,,82.0,78.18450164794922,,,,,467.51702880859375,,20.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1449436.0,,,,,,,,,,,,,,,,,,,,,,""
599341278,"05 giu 2016, 05:44:32",Run to you valle Maggia Renato,Corsa,"",14731,"26,80",,,false,,"",activities/654195285.fit.gz,65.0,,14731.0,14493.0,26808.19921875,10.800000190734863,,1801.0,,379.20001220703125,1220.800048828125,49.099998474121094,1.4383699893951416,,,103.0,71.83709716796875,,,,,2715.9658203125,,20.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
639365859,"06 giu 2016, 16:32:12",Premürin scarico,Corsa,"",1971,"4,27",,,false,,Infradito e calzini,activities/705400960.fit.gz,65.0,,1971.0,1873.0,4276.89990234375,4.0,,117.0,,372.20001220703125,438.0,32.0,-0.2759009897708893,,,81.0,76.5521011352539,,,,,367.2635192871094,,23.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1449436.0,,,,,,,,,,,,,,,,,,,,,,""
639365878,"07 giu 2016, 15:32:30",Corsa pomeridiana,Corsa,,1754,"5,98",,,false,,"",activities/705400965.fit.gz,65.0,,1754.0,1754.0,5984.39990234375,5.400000095367432,,346.0,,379.20001220703125,598.0,49.79999923706055,2.516540050506592,,,119.0,77.720703125,,,,,580.5728149414062,,20.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
639365880,"19 giu 2016, 15:37:17",Corsa pomeridiana,Corsa,,1393,"4,97",,,false,,"",activities/705400973.fit.gz,65.0,,1393.0,1393.0,4971.2998046875,5.5,,45.0,,293.3999938964844,389.0,17.600000381469727,0.032184701412916183,,,84.0,78.26629638671875,,,,,400.814453125,,25.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
639365892,"04 lug 2016, 05:23:38",Belli-Fiume Ticino,Corsa,"",1718,"6,03",,,false,,Infradito e calzini,activities/705400980.fit.gz,65.0,,1718.0,1613.0,6032.7001953125,8.600000381469727,,18.0,,228.0,245.0,19.399999618530273,-0.13924099504947662,,,82.0,78.52860260009766,,,,,483.8492736816406,,22.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1449436.0,,,,,,,,,,,,,,,,,,,,,,""
639365895,"05 lug 2016, 05:51:57",Belli-Fiume Ticino,Corsa,"",1735,"6,07",,,false,,Infradito e calzini,activities/705400986.fit.gz,65.0,,1735.0,1620.0,6078.2998046875,7.199999809265137,,125.0,,254.39999389648438,546.0,17.399999618530273,-4.659200191497803,,,82.0,79.4011001586914,,,,,510.4360656738281,,23.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1449436.0,,,,,,,,,,,,,,,,,,,,,,""
639365908,"07 lug 2016, 05:33:25",Belli-Fiume Ticino Allunghi,Corsa,"",1541,"4,12",,,false,,Infradito e calzini,activities/705400990.fit.gz,65.0,,1541.0,1258.0,4121.5,8.100000381469727,,270.0,,217.0,364.20001220703125,42.29999923706055,0.427029013633728,,,105.0,77.87079620361328,,,,,397.38031005859375,,23.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1449436.0,,,,,,,,,,,,,,,,,,,,,,""
639365914,"10 lug 2016, 16:10:18",Campo da calcio 10 allunghi lato lungo,Corsa,"",1348,"3,62",,,false,,Infradito e calzini,activities/705401005.fit.gz,65.0,,1348.0,1240.0,3628.10009765625,6.599999904632568,,71.0,,85.5999984741211,379.6000061035156,30.5,6.86860990524292,,,97.0,76.71150207519531,,,,,295.9367980957031,,28.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1449436.0,,,,,,,,,,,,,,,,,,,,,,""
639365919,"12 lug 2016, 18:35:55",Ligornetto-Besazio-Arzo-Tremona,Corsa,"",2710,"7,65",,,false,,Infradito e calzini,activities/705401009.fit.gz,65.0,,2710.0,2441.0,7657.7998046875,5.0,,313.0,,257.3999938964844,508.79998779296875,48.599998474121094,-0.6790459752082825,,,113.0,77.71630096435547,,,,,689.0523681640625,,23.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1449436.0,,,,,,,,,,,,,,,,,,,,,,""
781813915,"01 ago 2016, 15:57:58",Ligornetto-Besazio-Arzo,Corsa,"",2088,"6,09",,,false,,Infradito e calzini,activities/865546780.fit.gz,65.0,,2088.0,1956.0,6095.2001953125,11.5,,393.0,,280.0,590.2000122070312,48.79999923706055,3.8948700428009033,,,98.0,75.68589782714844,,,,,572.6103515625,,27.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1449436.0,,,,,,,,,,,,,,,,,,,,,,""
781813944,"17 nov 2016, 16:11:37",Zech-Lindau Insel,Corsa,GPS si è persoooo aiuto!,3075,"8,92",,,false,,Infradito e calzini,activities/865546795.fit.gz,65.0,,3075.0,3075.0,8920.7998046875,3.5,,51.0,,502.3999938964844,514.2000122070312,0.8999999761581421,0.020177600905299187,,,79.0,77.61329650878906,,,,,712.1890258789062,,14.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1449436.0,,,,,,,,,,,,,,,,,,,,,,""
781813947,"14 ago 2016, 10:17:35",Lucomagno-Capanna Cadlimo (pescando),Camminata,"",23259,"11,17",,,false,,"",activities/865546792.fit.gz,65.0,,23259.0,11604.0,11174.2001953125,5.0,,1035.199951171875,,1865.199951171875,2650.60009765625,49.70000076293945,4.075459957122803,,,118.0,55.44129943847656,,,,,892.4185180664062,,22.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
781814020,"20 nov 2016, 12:44:18",Bodensee Lungolago,Ciclismo,"Un giretto in bici sul lago di Costanza ad ammirare il panorama. Clima mite e prevalentemente soleggiato, una rarità in questo periodo)",9877,"32,50",,,false,,Fondriest superfast,activities/865546817.fit.gz,65.0,20.0,9877.0,8296.0,32508.19921875,8.899999618530273,,338.0,,383.3999938964844,413.20001220703125,49.599998474121094,-0.05660109966993332,,,,,,,,61.27000045776367,566.7499389648438,,10.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2138816.0,,,,,,,,,,,,,,,,,,,,,,,""
781814028,"21 nov 2016, 15:55:36",Hörbranz,Corsa,"",2742,"8,84",,,false,,Infradito e calzini,activities/865546825.fit.gz,65.0,,2742.0,2691.0,8847.2998046875,6.599999904632568,,121.0,,419.20001220703125,493.6000061035156,32.20000076293945,-0.027126900851726532,,,88.0,77.73970031738281,,,,,714.24951171875,,19.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1449436.0,,,,,,,,,,,,,,,,,,,,,,""
784442292,"23 nov 2016, 15:35:52",Oberhochsteg,Corsa,"",1927,"6,61",,,false,,Infradito e calzini,activities/868548967.fit.gz,65.0,,1927.0,1922.0,6609.7001953125,5.5,,100.0,,340.79998779296875,451.20001220703125,12.399999618530273,0.7897480130195618,,,122.0,78.80180358886719,,,,,540.2333984375,,17.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1449436.0,,,,,,,,,,,,,,,,,,,,,,""
793750191,"04 dic 2016, 16:01:02",Lindau,Corsa,"",2093,"7,41",,,false,,Infradito e calzini,activities/879006324.fit.gz,65.0,,2093.0,2093.0,7416.89990234375,5.400000095367432,,147.0,,-23.399999618530273,427.3999938964844,38.70000076293945,5.182759761810303,,,82.0,77.89839935302734,,,,,598.1349487304688,,9.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1449436.0,,,,,,,,,,,,,,,,,,,,,,""
793822207,"26 nov 2016, 15:13:54",Lindau Golfplatz,Corsa,"",3207,"8,84",,,false,,Infradito e calzini,activities/879006305.fit.gz,65.0,,3207.0,2819.0,8842.900390625,6.699999809265137,,395.0,,389.3999938964844,634.7999877929688,48.099998474121094,-1.2145299911499023,,,93.0,77.31449890136719,,,,,815.070068359375,,13.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1449436.0,,,,,,,,,,,,,,,,,,,,,,""
1635761026,"19 dic 2016, 15:28:55",Corsa pomeridiana,Corsa,,2233,"7,06",,,false,,"",activities/1757745729.fit.gz,65.0,,2233.0,2166.0,7061.60009765625,5.800000190734863,,81.0,,377.20001220703125,441.20001220703125,45.900001525878906,0.18409425020217896,,,94.0,77.82411193847656,,,,,514.0,,13.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
1635761078,"09 gen 2017, 16:22:10",Corsa pomeridiana,Corsa,,2296,"6,74",,,false,,"",activities/1757745752.fit.gz,65.0,,2296.0,2296.0,6748.89990234375,6.199999809265137,,97.0,,380.20001220703125,483.79998779296875,18.5,1.4876497983932495,,,95.0,76.81099700927734,,,,,487.0,,9.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
1635761122,"15 gen 2017, 15:32:40",Corsa pomeridiana,Corsa,,2179,"6,37",,,false,,"",activities/1757745785.fit.gz,65.0,,2179.0,1869.0,6370.7001953125,13.300000190734863,,91.0,,418.6000061035156,535.7999877929688,15.300000190734863,1.0140173435211182,,,93.0,77.80952453613281,,,,,452.0,,4.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
1635761139,"16 apr 2017, 17:21:49",Corsa serale,Corsa,,2706,"8,17",,,false,,"",activities/1757745814.fit.gz,65.0,,2706.0,2667.0,8173.0,5.199999809265137,,240.0,,383.0,505.3999938964844,35.0,0.2716260850429535,,,93.0,78.3335952758789,,,,,595.0,,19.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
1635761157,"24 apr 2017, 18:52:05",Corsa serale,Corsa,,2815,"7,96",,,false,,"",activities/1757745838.fit.gz,65.0,,2815.0,2733.0,7966.2001953125,5.199999809265137,,206.0,,232.60000610351562,520.5999755859375,36.599998474121094,-3.2964274883270264,,,120.0,78.29420471191406,,,,,574.0,,19.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
1635761169,"31 mag 2017, 18:44:02",Corsa serale,Corsa,,2302,"6,32",,,false,,"",activities/1757745860.fit.gz,65.0,,2302.0,2302.0,6323.5,12.600000381469727,,233.0,,1147.0,1417.0,21.0,1.3062386512756348,,,107.0,77.08460998535156,,,,,442.0,,22.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
1635761195,"02 giu 2017, 17:37:36",Corsa serale,Corsa,,3235,"7,54",,,false,,"",activities/1757745890.fit.gz,65.0,,3235.0,3235.0,7546.10009765625,6.199999809265137,,401.0,,383.6000061035156,541.0,49.70000076293945,-0.42671048641204834,,,108.0,74.86981964111328,,,,,522.0,,24.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
1635761204,"20 giu 2017, 14:51:55",Nuotata pomeridiana,Nuotata,,1570,1.050,,,false,,,activities/1757745928.fit.gz,,,1570.0,1570.0,1050.0,1.2000000476837158,,0.0,,,,0.0,0.0,,,,,,,,,271.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1635761208,"05 giu 2017, 16:32:36",Corsa serale,Corsa,,1232,"3,59",,,false,,"",activities/1757745905.fit.gz,65.0,,1232.0,1160.0,3589.0,4.099999904632568,,58.0,,-144.8000030517578,74.0,31.799999237060547,-6.096405506134033,,,83.0,79.12752532958984,,,,,261.0,,25.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
1635761274,"27 giu 2017, 09:15:42",Corsa dell'ora di pranzo,Corsa,,2499,"6,53",,,false,,"",activities/1757745965.fit.gz,65.0,,2499.0,2310.0,6531.60009765625,6.5,,257.0,,330.20001220703125,479.3999938964844,48.0,0.306203693151474,,,120.0,73.5279541015625,,,,,459.0,,24.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
1635761340,"02 lug 2017, 19:15:20",Corsa notturna,Corsa,,2788,"7,41",,,false,,"",activities/1757745991.fit.gz,65.0,,2788.0,2323.0,7414.7998046875,6.199999809265137,,181.0,,226.0,440.6000061035156,46.400001525878906,-1.5968064069747925,,,91.0,77.19650268554688,,,,,534.0,,24.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
1635761353,"04 lug 2017, 18:29:59",Corsa serale,Corsa,,2817,"6,93",,,false,,"",activities/1757746007.fit.gz,65.0,,2817.0,2620.0,6931.39990234375,4.5,,252.0,,315.6000061035156,595.7999877929688,34.5,0.9983553290367126,,,119.0,75.32533264160156,,,,,500.0,,24.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
1635761396,"11 nov 2017, 09:56:19",Corsa mattutina,Corsa,,2851,"8,44",,,false,,"",activities/1757746028.fit.gz,65.0,,2851.0,2588.0,8446.5,4.900000095367432,,279.0,,365.6000061035156,624.4000244140625,43.70000076293945,0.20363463461399078,,,121.0,77.71239471435547,,,,,625.0,,16.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
1635761423,"18 nov 2017, 13:08:27",Corsa pomeridiana,Corsa,,1811,"6,37",,,false,,"",activities/1757746049.fit.gz,65.0,,1811.0,1811.0,6375.7998046875,9.100000381469727,,180.0,,376.6000061035156,606.7999877929688,35.79999923706055,1.3833558559417725,,,98.0,77.74153900146484,,,,,456.0,,18.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
1635761451,"30 apr 2018, 17:49:35",Corsa serale,Corsa,,2567,"7,01",,,false,,"",activities/1757746091.fit.gz,65.0,,2567.0,2567.0,7012.39990234375,7.099999904632568,,257.0,,390.79998779296875,571.5999755859375,34.599998474121094,-0.17682962119579315,,,123.0,76.0424575805664,,,,,493.0,,17.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
1635761452,"12 dic 2017, 10:59:11",Corsa dell'ora di pranzo,Corsa,,2570,"6,72",,,false,,"",activities/1757746071.fit.gz,65.0,,2570.0,2362.0,6727.89990234375,10.300000190734863,,280.0,,466.20001220703125,729.0,46.5,0.8739725351333618,,,102.0,75.55535125732422,,,,,479.0,,8.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
1635761490,"23 mag 2018, 09:54:32",Corsa dell'ora di pranzo,Corsa,,1715,"6,39",,,false,,"",activities/1757746109.fit.gz,65.0,,1715.0,1715.0,6390.5,23.899999618530273,,200.0,,406.3999938964844,644.0,27.5,1.1078945398330688,,,85.0,76.63444519042969,,,,,427.0,,19.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,453484.0,,,,,,,,,,,,,,,,,,,,,,""
